ID,Nome,Idade,Gênero,Estado,Departamento,Salário,Data_Contratação,Produto,Vendas_Mensais
4232,Ricardo,49,F,GO,Financeiro,"R$ 13.548,58",2019-04-03,Produto D,107
4233,Igor,18,F,MG,Operações,"R$ 14.425,24",2024-08-01,Produto A,37
4234,Laura,62,M,RS,Operações,"R$ 4.794,03",2020-01-19,Produto C,249
4235,Marcos,62,F,PE,Financeiro,"R$ 2.496,75",2021-04-21,Produto C,235
4236,Ana,57,M,RJ,Operações,"R$ 14.323,25",2018-02-25,Produto C,98
4237,Sofia,31,M,BA,TI,"R$ 3.342,10",2017-06-14,Produto C,150
4238,Ricardo,47,F,GO,Marketing,"R$ 11.209,62",2020-12-05,Produto B,148
4239,Sofia,46,M,ES,Comercial,"R$ 3.529,26",2019-12-26,Produto D,118
4240,Helena,36,F,MG,Operações,"R$ 2.328,44",2021-06-10,Produto D,225
4241,Bruno,56,F,RJ,Comercial,"R$ 11.211,86",2018-03-06,Produto A,19
4242,Paula,54,M,GO,Financeiro,"R$ 2.922,74",2019-10-11,Produto B,9
4243,Kaique,48,F,SC,Operações,"R$ 6.908,92",2020-07-03,Produto A,29
4244,Marcos,27,M,GO,TI,"R$ 12.468,02",2019-04-12,Produto B,199
4245,Gabriel,25,F,SC,RH,"R$ 8.621,01",2015-01-17,Produto C,142
4246,Gabriel,61,M,SC,RH,"R$ 13.701,48",2019-11-14,Produto D,294
4247,Otávio,33,F,GO,RH,"R$ 4.208,41",2021-07-30,Produto A,259
4248,Natália,57,M,SP,TI,"R$ 6.258,48",2017-01-13,Produto A,205
4249,Carlos,55,F,SC,Financeiro,"R$ 11.334,26",2021-04-14,Produto B,159
4250,Igor,46,F,MG,TI,"R$ 2.395,78",2020-04-12,Produto C,60
4251,Ana,36,F,SC,Marketing,"R$ 10.745,26",2015-09-08,Produto B,40
4252,Sofia,31,M,ES,Operações,"R$ 13.068,61",2015-09-27,Produto A,218
4253,Julia,43,F,PR,TI,"R$ 2.134,19",2016-05-15,Produto B,177
4254,Helena,35,M,PR,Financeiro,"R$ 14.450,36",2023-06-28,Produto B,27
4255,Fernanda,28,M,PE,Comercial,"R$ 11.092,92",2021-06-21,Produto B,175
4256,Paula,43,M,RJ,Operações,"R$ 9.093,74",2021-05-10,Produto A,13
4257,Igor,53,F,RJ,Operações,"R$ 12.786,49",2022-09-14,Produto C,55
4258,Carlos,64,F,PE,Marketing,"R$ 6.248,27",2017-06-03,Produto D,3
4259,Fernanda,53,F,BA,Financeiro,"R$ 3.444,69",2020-10-25,Produto D,236
4260,Daniela,53,M,SC,Marketing,"R$ 7.468,05",2021-04-19,Produto C,62
4261,Natália,39,F,ES,Financeiro,"R$ 7.308,25",2018-06-02,Produto D,204
4262,Otávio,46,F,PE,RH,"R$ 10.021,62",2017-10-18,Produto B,35
4263,Laura,62,M,MG,Operações,"R$ 12.053,53",2018-03-15,Produto B,182
4264,Gabriel,61,M,SP,Operações,"R$ 9.960,28",2017-12-24,Produto C,6
4265,Marcos,49,F,BA,RH,"R$ 8.822,50",2019-10-16,Produto C,258
4266,Marcos,20,F,BA,Comercial,"R$ 2.504,08",2015-12-02,Produto C,99
4267,Julia,32,M,MG,TI,"R$ 7.671,37",2019-08-15,Produto D,111
4268,Quésia,53,M,BA,Financeiro,"R$ 5.790,59",2018-11-27,Produto A,190
4269,Ricardo,18,F,BA,Financeiro,"R$ 8.263,14",2015-09-08,Produto C,55
4270,Fernanda,59,M,SC,Financeiro,"R$ 14.254,17",2021-07-10,Produto D,257
4271,Carlos,22,F,SP,Marketing,"R$ 4.379,47",2017-04-12,Produto A,38
4272,Laura,33,M,PR,TI,"R$ 12.457,90",2022-09-29,Produto C,231
4273,Eduardo,23,F,MG,TI,"R$ 8.227,21",2015-10-29,Produto A,187
4274,Eduardo,63,F,ES,Comercial,"R$ 6.537,29",2017-08-12,Produto C,207
4275,Bruno,43,M,BA,TI,"R$ 11.214,37",2017-07-22,Produto C,64
4276,Ana,34,F,SP,TI,"R$ 5.750,03",2015-08-19,Produto B,284
4277,Laura,58,M,MG,Marketing,"R$ 3.942,04",2019-07-30,Produto A,57
4278,Kaique,64,M,SC,Financeiro,"R$ 11.983,13",2021-11-22,Produto A,293
4279,Sofia,55,M,RJ,RH,"R$ 12.865,37",2016-04-09,Produto D,97
4280,Kaique,64,F,MG,Financeiro,"R$ 10.272,70",2019-12-26,Produto A,38
4281,Marcos,54,F,SC,Marketing,"R$ 8.615,44",2018-04-18,Produto D,13
4282,Helena,32,M,PE,Financeiro,"R$ 9.565,34",2017-06-26,Produto A,91
4283,Otávio,53,M,ES,Marketing,"R$ 9.780,17",2019-01-03,Produto B,190
4284,Carlos,42,F,BA,TI,"R$ 4.106,70",2020-03-18,Produto D,20
4285,Ricardo,42,M,RS,Operações,"R$ 9.424,41",2024-05-17,Produto A,289
4286,Kaique,59,F,PR,Comercial,"R$ 9.062,57",2018-09-24,Produto B,259
4287,Natália,45,M,PE,Comercial,"R$ 7.368,61",2018-05-06,Produto A,127
4288,Paula,20,F,MG,Marketing,"R$ 2.309,22",2017-02-04,Produto A,224
4289,Kaique,43,F,GO,Financeiro,"R$ 10.796,26",2024-09-18,Produto C,282
4290,Otávio,28,F,PR,Financeiro,"R$ 12.236,20",2019-12-01,Produto C,23
4291,Ana,57,F,RS,Comercial,"R$ 3.908,75",2022-07-08,Produto D,278
4292,Bruno,62,F,SC,Financeiro,"R$ 12.209,37",2022-07-29,Produto A,60
4293,Eduardo,64,F,MG,Operações,"R$ 6.922,31",2024-02-27,Produto A,8
4294,Ricardo,62,M,PR,RH,"R$ 4.271,69",2022-09-02,Produto A,147
4295,Helena,54,M,SC,RH,"R$ 4.558,68",2018-01-21,Produto D,174
4296,Kaique,18,M,GO,RH,"R$ 12.353,88",2015-03-08,Produto C,123
4297,Igor,53,M,MG,Operações,"R$ 10.697,34",2019-08-28,Produto D,219
4298,Igor,30,M,ES,RH,"R$ 5.858,02",2017-06-21,Produto D,146
4299,Daniela,56,M,SC,TI,"R$ 3.538,10",2017-10-18,Produto A,11
4300,Marcos,39,F,SC,TI,"R$ 2.565,11",2021-05-20,Produto D,295
4301,Carlos,44,F,SC,Comercial,"R$ 9.137,63",2021-05-04,Produto C,54
4302,Ana,65,F,MG,Operações,"R$ 4.011,35",2015-04-25,Produto D,279
4303,Helena,58,M,GO,RH,"R$ 13.318,06",2018-06-04,Produto A,286
4304,Ana,35,F,GO,Marketing,"R$ 9.612,92",2021-03-11,Produto A,226
4305,Fernanda,43,M,PR,TI,"R$ 3.916,88",2024-01-20,Produto B,254
4306,Ana,34,M,PR,Comercial,"R$ 2.173,70",2015-04-09,Produto A,14
4307,Eduardo,31,M,ES,Operações,"R$ 11.403,37",2020-08-02,Produto B,187
4308,Quésia,21,M,ES,Financeiro,"R$ 5.916,09",2024-05-21,Produto C,264
4309,Marcos,29,F,SP,Comercial,"R$ 3.576,78",2020-03-13,Produto A,51
4310,Marcos,27,M,SP,TI,"R$ 2.984,28",2015-04-12,Produto D,6
4311,Kaique,44,M,RS,RH,"R$ 8.839,44",2017-05-13,Produto C,209
4312,Gabriel,54,M,PR,TI,"R$ 11.481,64",2018-10-16,Produto A,155
4313,Carlos,54,M,PE,RH,"R$ 14.964,20",2021-03-13,Produto C,63
4314,Quésia,25,F,BA,Financeiro,"R$ 8.251,86",2017-09-21,Produto C,60
4315,Bruno,53,F,GO,TI,"R$ 2.718,92",2020-08-26,Produto B,235
4316,Quésia,38,M,RS,Financeiro,"R$ 10.841,98",2023-11-14,Produto A,267
4317,Quésia,35,F,PE,Financeiro,"R$ 11.884,48",2020-12-05,Produto A,10
4318,Otávio,18,M,MG,RH,"R$ 7.220,33",2019-06-14,Produto D,40
4319,Julia,20,M,SC,Financeiro,"R$ 9.170,70",2023-01-27,Produto C,180
4320,Tiago,49,M,BA,Operações,"R$ 11.373,71",2016-09-15,Produto B,170
4321,Natália,59,M,MG,Operações,"R$ 11.751,97",2023-11-14,Produto B,260
4322,Fernanda,47,F,ES,Operações,"R$ 11.020,00",2019-02-26,Produto A,39
4323,Ana,54,F,MG,Financeiro,"R$ 12.895,95",2022-12-19,Produto D,188
4324,Daniela,23,F,PR,RH,"R$ 5.483,37",2016-09-11,Produto D,37
4325,Gabriel,55,M,SP,Comercial,"R$ 9.257,55",2015-03-06,Produto C,83
4326,Kaique,46,F,RS,Marketing,"R$ 7.428,70",2016-12-12,Produto B,20
4327,Laura,20,F,GO,Operações,"R$ 3.974,72",2017-04-13,Produto D,81
4328,Tiago,56,F,RS,Marketing,"R$ 13.615,67",2021-06-27,Produto B,264
4329,Laura,31,M,PE,RH,"R$ 7.480,92",2015-07-09,Produto C,160
4330,Helena,59,M,RJ,TI,"R$ 3.802,58",2022-01-17,Produto B,99
4331,Sofia,51,M,GO,Operações,"R$ 14.316,23",2024-02-10,Produto D,103
4332,Kaique,57,F,RS,Comercial,"R$ 11.571,97",2023-03-14,Produto A,241
4333,Otávio,18,F,GO,Financeiro,"R$ 2.460,66",2023-10-26,Produto D,107
4334,Julia,20,M,BA,TI,"R$ 7.389,54",2022-10-22,Produto A,92
4335,Natália,37,M,GO,RH,"R$ 14.443,30",2017-05-07,Produto C,46
4336,Sofia,38,M,MG,RH,"R$ 3.829,58",2015-01-01,Produto A,29
4337,Marcos,29,M,SC,Operações,"R$ 3.767,63",2019-09-27,Produto A,143
4338,Kaique,23,M,PR,Operações,"R$ 13.127,30",2022-06-22,Produto C,288
4339,Gabriel,36,M,RS,RH,"R$ 13.483,61",2023-08-19,Produto B,255
4340,Laura,60,M,GO,Operações,"R$ 14.219,91",2015-04-30,Produto B,105
4341,Tiago,23,F,BA,Operações,"R$ 5.345,63",2018-10-08,Produto D,173
4342,Sofia,39,M,PE,Marketing,"R$ 7.400,95",2016-04-17,Produto C,241
4343,Natália,48,F,SP,Financeiro,"R$ 12.793,69",2018-04-01,Produto B,133
4344,Bruno,47,F,ES,Operações,"R$ 10.984,20",2018-04-17,Produto B,288
4345,Julia,51,F,RS,Operações,"R$ 6.346,65",2016-07-09,Produto C,62
4346,Gabriel,34,M,MG,Marketing,"R$ 3.182,25",2015-01-16,Produto B,250
4347,Igor,34,F,PR,Operações,"R$ 9.932,30",2021-05-23,Produto B,143
4348,Bruno,51,F,PR,Comercial,"R$ 6.206,81",2016-09-19,Produto A,65
4349,Daniela,38,M,PE,Comercial,"R$ 3.696,57",2024-09-04,Produto C,124
4350,Tiago,29,M,SC,Comercial,"R$ 8.469,97",2023-04-06,Produto A,196
4351,Quésia,34,M,GO,TI,"R$ 8.036,59",2022-08-18,Produto B,19
4352,Daniela,50,F,RS,Operações,"R$ 12.981,86",2017-09-08,Produto B,161
4353,Julia,27,F,RJ,TI,"R$ 3.804,60",2024-06-28,Produto A,5
4354,Igor,42,M,SP,Operações,"R$ 4.979,91",2021-02-10,Produto D,199
4355,Ricardo,32,F,GO,Operações,"R$ 13.385,93",2015-09-23,Produto A,172
4356,Julia,34,F,BA,Comercial,"R$ 4.230,37",2023-05-14,Produto B,103
4357,Julia,38,M,PE,Marketing,"R$ 12.546,31",2021-02-12,Produto B,293
4358,Sofia,27,F,ES,Comercial,"R$ 12.874,58",2017-07-26,Produto A,284
4359,Fernanda,31,M,SC,Financeiro,"R$ 12.314,48",2018-08-10,Produto C,92
4360,Daniela,50,M,SP,Comercial,"R$ 13.887,69",2022-03-18,Produto A,284
4361,Ana,57,F,BA,Marketing,"R$ 2.032,33",2017-07-15,Produto C,159
4362,Kaique,52,F,RJ,Marketing,"R$ 2.381,88",2024-05-16,Produto B,96
4363,Quésia,28,M,BA,Comercial,"R$ 8.782,67",2023-03-13,Produto A,168
4364,Laura,61,F,ES,TI,"R$ 7.766,30",2022-06-09,Produto B,68
4365,Gabriel,55,F,ES,TI,"R$ 5.702,40",2020-04-01,Produto A,214
4366,Quésia,55,M,RJ,Financeiro,"R$ 12.609,66",2019-09-04,Produto B,153
4367,Paula,28,M,PE,Marketing,"R$ 9.638,13",2020-12-30,Produto A,81
4368,Kaique,60,M,MG,RH,"R$ 11.867,94",2022-10-02,Produto B,1
4369,Igor,57,F,BA,Financeiro,"R$ 14.266,05",2015-01-20,Produto D,115
4370,Julia,34,F,RS,TI,"R$ 7.881,48",2015-08-28,Produto C,257
4371,Otávio,23,M,PR,TI,"R$ 8.294,06",2020-10-04,Produto A,277
4372,Sofia,33,M,RJ,TI,"R$ 3.794,75",2024-04-20,Produto C,111
4373,Julia,48,M,SC,Financeiro,"R$ 2.265,80",2021-10-29,Produto C,13
4374,Ricardo,48,M,GO,Marketing,"R$ 11.784,11",2016-10-08,Produto C,287
4375,Natália,40,F,MG,Comercial,"R$ 7.080,63",2023-07-19,Produto C,249
4376,Gabriel,63,F,PR,TI,"R$ 8.459,99",2019-01-20,Produto A,36
4377,Quésia,58,M,MG,Comercial,"R$ 10.771,71",2016-04-14,Produto C,20
4378,Sofia,41,M,SP,Financeiro,"R$ 10.549,89",2019-04-03,Produto A,242
4379,Fernanda,40,F,BA,Comercial,"R$ 6.440,76",2015-10-29,Produto B,145
4380,Tiago,48,F,GO,Comercial,"R$ 11.544,34",2020-04-18,Produto A,291
4381,Eduardo,45,F,BA,Marketing,"R$ 14.293,27",2022-10-10,Produto A,12
4382,Otávio,23,F,BA,RH,"R$ 8.570,42",2022-07-06,Produto B,149
4383,Carlos,19,M,RS,Financeiro,"R$ 9.730,72",2015-01-08,Produto B,133
4384,Laura,55,M,GO,Operações,"R$ 11.467,34",2019-05-28,Produto D,252
4385,Natália,18,M,PE,RH,"R$ 12.480,18",2017-01-30,Produto D,165
4386,Quésia,20,M,SP,Comercial,"R$ 7.608,81",2018-10-22,Produto D,90
4387,Bruno,43,F,SC,Marketing,"R$ 6.261,57",2024-12-17,Produto D,58
4388,Bruno,23,F,RJ,Operações,"R$ 10.532,71",2024-10-23,Produto B,261
4389,Tiago,57,M,BA,Financeiro,"R$ 10.998,52",2023-04-27,Produto C,177
4390,Marcos,42,M,SP,TI,"R$ 2.996,57",2017-08-29,Produto D,164
4391,Eduardo,39,M,RJ,TI,"R$ 7.489,44",2015-11-06,Produto D,152
4392,Helena,40,M,RJ,TI,"R$ 9.071,79",2015-01-24,Produto C,263
4393,Eduardo,29,F,GO,Operações,"R$ 9.991,29",2022-09-19,Produto A,298
4394,Gabriel,59,M,BA,Operações,"R$ 7.232,55",2024-05-18,Produto A,166
4395,Otávio,33,F,RJ,Marketing,"R$ 14.761,72",2016-09-28,Produto D,126
4396,Fernanda,24,F,RJ,Comercial,"R$ 14.952,14",2016-03-19,Produto D,269
4397,Ana,64,M,SP,Operações,"R$ 4.807,99",2021-06-29,Produto A,37
4398,Kaique,61,F,MG,TI,"R$ 5.550,50",2021-11-28,Produto D,276
4399,Fernanda,37,F,PR,Financeiro,"R$ 7.480,01",2023-05-05,Produto D,61
4400,Paula,65,M,RJ,Comercial,"R$ 12.586,68",2023-06-29,Produto C,82
4401,Daniela,52,F,ES,TI,"R$ 5.187,75",2024-03-25,Produto A,59
4402,Gabriel,63,F,ES,Financeiro,"R$ 4.091,26",2018-05-13,Produto C,229
4403,Marcos,38,M,BA,Comercial,"R$ 9.099,11",2016-07-07,Produto C,202
4404,Ana,58,F,BA,TI,"R$ 10.475,97",2020-11-25,Produto C,164
4405,Ana,50,M,SC,Operações,"R$ 3.467,49",2024-09-08,Produto A,200
4406,Ricardo,54,M,BA,Comercial,"R$ 12.332,91",2016-06-28,Produto D,184
4407,Daniela,62,M,MG,Financeiro,"R$ 4.147,47",2016-06-18,Produto D,189
4408,Eduardo,43,M,ES,Financeiro,"R$ 14.538,58",2019-01-27,Produto A,50
4409,Eduardo,26,F,SC,Comercial,"R$ 14.806,07",2016-12-15,Produto B,281
4410,Ana,51,M,MG,Operações,"R$ 10.103,55",2015-05-24,Produto C,93
4411,Fernanda,31,M,RJ,TI,"R$ 6.223,21",2020-08-28,Produto B,37
4412,Daniela,19,M,SC,Marketing,"R$ 4.787,89",2015-10-13,Produto D,154
4413,Quésia,32,F,RS,Comercial,"R$ 8.112,92",2016-12-16,Produto A,263
4414,Ricardo,19,M,GO,RH,"R$ 8.240,21",2017-04-11,Produto B,172
4415,Gabriel,45,M,MG,Operações,"R$ 6.892,09",2016-11-29,Produto D,54
4416,Eduardo,33,F,GO,Marketing,"R$ 14.323,99",2020-09-15,Produto B,95
4417,Julia,29,M,SP,RH,"R$ 5.321,43",2023-06-04,Produto D,13
4418,Kaique,29,M,RJ,Financeiro,"R$ 10.024,79",2024-12-04,Produto A,174
4419,Fernanda,35,M,RS,RH,"R$ 3.871,40",2024-03-24,Produto B,193
4420,Fernanda,27,M,MG,Operações,"R$ 11.055,35",2021-03-15,Produto A,6
4421,Quésia,64,M,PR,Marketing,"R$ 12.913,83",2020-05-10,Produto C,103
4422,Quésia,32,M,ES,Marketing,"R$ 7.240,68",2024-01-26,Produto C,115
4423,Tiago,64,F,PR,RH,"R$ 4.341,76",2015-08-25,Produto B,186
4424,Fernanda,50,F,ES,RH,"R$ 6.306,20",2022-09-29,Produto B,82
4425,Ana,37,M,SP,Operações,"R$ 4.101,55",2016-04-16,Produto C,204
4426,Daniela,60,M,SP,Financeiro,"R$ 10.099,00",2023-10-24,Produto A,79
4427,Carlos,33,F,SP,TI,"R$ 11.118,00",2015-03-13,Produto C,149
4428,Quésia,19,M,SP,Operações,"R$ 14.630,32",2019-12-05,Produto D,93
4429,Otávio,28,F,GO,RH,"R$ 8.740,09",2021-04-30,Produto A,230
4430,Sofia,27,M,PE,Operações,"R$ 7.399,36",2018-11-11,Produto B,237
4431,Quésia,56,M,RS,TI,"R$ 6.153,17",2021-09-30,Produto B,203
4432,Eduardo,65,F,ES,TI,"R$ 10.946,95",2018-06-17,Produto C,112
4433,Kaique,19,F,BA,Marketing,"R$ 5.918,68",2015-07-31,Produto D,231
4434,Gabriel,43,F,SC,Financeiro,"R$ 11.713,62",2021-03-07,Produto B,81
4435,Julia,37,M,ES,Marketing,"R$ 5.492,13",2019-05-14,Produto B,16
4436,Igor,63,M,RS,RH,"R$ 13.711,94",2017-04-29,Produto C,270
4437,Ana,47,F,BA,Marketing,"R$ 8.773,62",2016-07-08,Produto C,99
4438,Paula,31,F,ES,RH,"R$ 14.526,87",2017-07-21,Produto A,276
4439,Marcos,21,F,RS,Comercial,"R$ 3.768,88",2020-08-16,Produto A,173
4440,Eduardo,60,M,GO,Comercial,"R$ 8.678,69",2024-07-22,Produto A,72
4441,Laura,36,F,RS,Financeiro,"R$ 2.641,75",2022-01-20,Produto D,6
4442,Julia,37,M,SC,Marketing,"R$ 14.972,23",2016-11-27,Produto D,95
4443,Carlos,41,F,BA,RH,"R$ 3.288,58",2017-06-26,Produto A,43
4444,Fernanda,31,F,SC,Financeiro,"R$ 4.640,54",2024-02-14,Produto B,128
4445,Kaique,26,F,SC,Comercial,"R$ 12.291,16",2024-08-07,Produto B,81
4446,Igor,50,M,PR,Marketing,"R$ 9.454,86",2022-07-28,Produto C,257
4447,Tiago,61,F,MG,Marketing,"R$ 11.987,44",2015-03-25,Produto A,25
4448,Gabriel,59,F,BA,Marketing,"R$ 12.258,84",2019-04-22,Produto A,245
4449,Gabriel,63,M,RS,Operações,"R$ 6.891,00",2015-12-05,Produto C,249
4450,Natália,47,F,MG,TI,"R$ 3.004,85",2024-12-09,Produto B,85
4451,Gabriel,61,F,RS,RH,"R$ 6.826,00",2020-10-11,Produto A,70
4452,Otávio,48,F,MG,Operações,"R$ 14.138,57",2018-09-29,Produto B,264
4453,Igor,41,F,RS,Comercial,"R$ 2.483,97",2021-04-18,Produto D,215
4454,Natália,55,F,GO,Financeiro,"R$ 10.722,99",2024-07-17,Produto B,96
4455,Gabriel,33,M,SP,Operações,"R$ 4.275,79",2015-02-22,Produto C,162
4456,Igor,37,F,RS,TI,"R$ 11.367,59",2015-08-30,Produto B,74
4457,Daniela,29,M,PE,Marketing,"R$ 5.350,81",2021-03-12,Produto C,204
4458,Igor,59,M,SP,RH,"R$ 4.524,01",2023-03-13,Produto C,77
4459,Otávio,21,F,RS,Marketing,"R$ 7.652,36",2024-07-24,Produto A,142
4460,Kaique,31,F,PR,Comercial,"R$ 3.486,72",2019-04-03,Produto A,91
4461,Quésia,31,M,GO,Comercial,"R$ 11.351,81",2021-02-01,Produto C,24
4462,Quésia,63,M,ES,RH,"R$ 6.127,31",2018-04-23,Produto B,137
4463,Quésia,22,M,SP,Operações,"R$ 4.383,97",2016-06-11,Produto D,103
4464,Gabriel,44,F,PE,Financeiro,"R$ 3.077,30",2015-01-15,Produto B,8
4465,Paula,61,M,MG,TI,"R$ 9.089,33",2019-03-11,Produto C,27
4466,Ricardo,52,M,GO,RH,"R$ 14.225,52",2018-01-14,Produto B,185
4467,Quésia,32,M,RS,RH,"R$ 9.887,68",2016-10-24,Produto A,46
4468,Sofia,42,F,ES,Financeiro,"R$ 10.631,60",2020-12-07,Produto B,187
4469,Carlos,27,M,RS,RH,"R$ 14.360,77",2016-12-03,Produto C,153
4470,Julia,26,F,RJ,Comercial,"R$ 10.443,62",2022-10-19,Produto D,137
4471,Ricardo,56,F,RJ,Marketing,"R$ 6.294,21",2017-01-16,Produto C,78
4472,Quésia,22,M,PR,Financeiro,"R$ 14.721,76",2022-01-30,Produto D,242
4473,Natália,59,F,SP,Operações,"R$ 9.081,06",2023-10-03,Produto C,134
4474,Quésia,63,F,BA,Comercial,"R$ 10.538,61",2022-11-19,Produto D,124
4475,Marcos,49,F,SP,TI,"R$ 14.758,13",2024-07-06,Produto B,149
4476,Sofia,52,M,SC,Comercial,"R$ 7.341,97",2023-03-20,Produto B,77
4477,Eduardo,35,F,SP,TI,"R$ 14.086,01",2024-05-09,Produto B,20
4478,Helena,60,M,BA,Operações,"R$ 14.660,42",2021-02-04,Produto D,221
4479,Laura,63,F,GO,Financeiro,"R$ 12.294,19",2020-01-26,Produto A,168
4480,Daniela,62,F,PR,Operações,"R$ 2.597,02",2019-01-09,Produto C,61
4481,Laura,46,M,PR,RH,"R$ 10.753,64",2019-06-16,Produto B,199
4482,Marcos,22,F,ES,TI,"R$ 3.774,13",2024-11-07,Produto A,212
4483,Paula,61,M,BA,RH,"R$ 13.222,07",2021-10-07,Produto D,77
4484,Helena,33,M,MG,TI,"R$ 7.844,50",2018-03-11,Produto C,242
4485,Tiago,36,M,RS,Comercial,"R$ 8.365,64",2017-01-13,Produto B,65
4486,Helena,50,M,PR,TI,"R$ 8.805,97",2015-06-16,Produto A,34
4487,Ana,60,F,RJ,Marketing,"R$ 5.273,28",2020-03-07,Produto A,138
4488,Fernanda,18,M,RS,RH,"R$ 7.074,60",2021-10-16,Produto D,95
4489,Ricardo,30,M,SP,Marketing,"R$ 7.297,38",2022-11-07,Produto A,58
4490,Quésia,55,M,SP,Operações,"R$ 12.929,74",2024-08-18,Produto B,100
4491,Bruno,21,F,SC,Comercial,"R$ 7.091,54",2015-08-23,Produto C,6
4492,Tiago,64,F,SP,Operações,"R$ 12.702,35",2017-02-04,Produto D,183
4493,Carlos,52,M,BA,TI,"R$ 14.175,84",2016-01-03,Produto C,253
4494,Ana,52,F,SC,Comercial,"R$ 8.192,04",2015-11-20,Produto D,265
4495,Eduardo,26,F,BA,TI,"R$ 7.416,72",2016-07-14,Produto B,260
4496,Kaique,40,M,SP,Operações,"R$ 9.798,36",2022-11-25,Produto C,189
4497,Natália,40,M,GO,Comercial,"R$ 2.322,96",2021-03-27,Produto B,271
4498,Igor,39,M,SP,TI,"R$ 10.009,83",2018-01-28,Produto B,91
4499,Quésia,37,M,GO,Comercial,"R$ 7.962,13",2016-09-22,Produto C,38
4500,Gabriel,62,M,ES,TI,"R$ 2.394,63",2016-01-09,Produto B,175
4501,Laura,37,M,RS,RH,"R$ 4.620,87",2023-11-26,Produto D,165
4502,Fernanda,40,F,MG,Financeiro,"R$ 2.253,57",2023-01-13,Produto C,4
4503,Julia,18,F,GO,Comercial,"R$ 8.045,10",2021-03-12,Produto A,187
4504,Tiago,22,F,RS,TI,"R$ 11.113,59",2015-06-12,Produto D,8
4505,Quésia,52,M,SP,RH,"R$ 2.314,15",2021-09-21,Produto B,34
4506,Eduardo,22,M,BA,RH,"R$ 3.974,66",2016-10-06,Produto D,199
4507,Laura,35,M,SC,Operações,"R$ 9.037,68",2018-05-14,Produto D,21
4508,Laura,46,M,PE,Financeiro,"R$ 5.209,85",2024-05-25,Produto D,262
4509,Marcos,59,M,PR,RH,"R$ 12.265,96",2022-07-07,Produto A,0
4510,Daniela,65,M,PR,TI,"R$ 5.049,89",2023-05-04,Produto C,289
4511,Ricardo,34,F,ES,TI,"R$ 9.224,38",2024-02-25,Produto C,23
4512,Julia,41,F,GO,Marketing,"R$ 12.307,07",2024-01-08,Produto C,41
4513,Otávio,26,M,RS,TI,"R$ 11.792,24",2019-10-22,Produto A,113
4514,Fernanda,53,F,SP,RH,"R$ 11.272,32",2018-03-15,Produto D,39
4515,Bruno,29,M,ES,TI,"R$ 13.784,98",2021-04-21,Produto D,115
4516,Gabriel,30,F,ES,RH,"R$ 11.742,71",2024-08-25,Produto B,275
4517,Sofia,48,F,RS,RH,"R$ 9.901,85",2015-12-15,Produto A,201
4518,Gabriel,24,M,GO,Comercial,"R$ 12.114,67",2015-08-01,Produto B,210
4519,Natália,46,F,RJ,Marketing,"R$ 11.910,61",2024-08-06,Produto C,223
4520,Helena,38,M,PR,TI,"R$ 5.668,16",2017-08-09,Produto D,150
4521,Eduardo,44,F,RS,Comercial,"R$ 6.182,67",2020-02-03,Produto D,77
4522,Quésia,63,M,SP,Comercial,"R$ 13.315,36",2022-09-24,Produto D,200
4523,Gabriel,59,M,PR,TI,"R$ 9.829,53",2018-01-29,Produto D,69
4524,Laura,52,F,ES,RH,"R$ 11.465,51",2024-06-25,Produto B,276
4525,Paula,60,M,RJ,Marketing,"R$ 11.623,00",2016-11-29,Produto D,231
4526,Quésia,26,F,MG,Marketing,"R$ 6.072,02",2021-12-17,Produto A,0
4527,Ricardo,18,M,MG,Operações,"R$ 12.117,91",2017-06-20,Produto D,266
4528,Gabriel,65,F,RJ,Marketing,"R$ 2.675,59",2017-10-16,Produto D,260
4529,Gabriel,18,F,BA,RH,"R$ 3.741,14",2021-01-17,Produto C,208
4530,Ricardo,39,M,BA,TI,"R$ 14.244,22",2017-03-26,Produto C,300
4531,Ana,65,F,PE,Comercial,"R$ 2.065,54",2015-02-27,Produto A,88
4532,Tiago,59,F,BA,Marketing,"R$ 14.872,74",2020-12-07,Produto D,105
4533,Helena,45,F,GO,Marketing,"R$ 2.279,06",2018-09-05,Produto C,159
4534,Laura,61,F,SC,Marketing,"R$ 6.836,46",2020-06-06,Produto D,55
4535,Carlos,21,F,RJ,Financeiro,"R$ 11.209,80",2018-09-25,Produto D,243
4536,Kaique,20,M,SP,Operações,"R$ 10.220,41",2024-07-09,Produto B,257
4537,Eduardo,46,F,SP,RH,"R$ 12.768,38",2022-08-01,Produto D,65
4538,Sofia,50,M,SP,RH,"R$ 13.516,71",2015-10-31,Produto C,99
4539,Ricardo,39,M,PR,Financeiro,"R$ 8.469,82",2018-10-08,Produto A,87
4540,Quésia,57,M,RS,Marketing,"R$ 8.288,09",2018-03-12,Produto C,117
4541,Natália,41,M,RS,TI,"R$ 7.762,67",2019-04-23,Produto D,102
4542,Ricardo,22,F,SC,RH,"R$ 2.089,84",2015-12-17,Produto A,1
4543,Eduardo,18,F,RS,Financeiro,"R$ 7.761,83",2023-10-22,Produto A,76
4544,Otávio,36,F,SC,TI,"R$ 12.757,53",2018-04-21,Produto B,277
4545,Quésia,58,M,PR,Financeiro,"R$ 8.594,22",2016-04-11,Produto B,286
